t,ret,sigma2_true
1,0.029356436274983546,0.0003128726382095011
2,0.01678453702789979,0.0004485797947099103
3,0.0242712646504669,0.0003856097852811918
4,-0.01872649492212515,0.00042035846833922506
5,-0.012681055428717263,0.0004587874441469452
6,-0.005705461915637589,0.00038153533539433395
7,0.009907495618448952,0.0003128338617690677
8,0.009926096742295335,0.0002827302247607834
9,0.01151007694195991,0.00024748667399183895
10,0.009238635261023169,0.00022942874296562712
11,0.011628271376709645,0.00020537682443719208
12,-0.004219223230149135,0.0001985196313513505
13,-0.011734797662540757,0.00017927550258799326
14,-0.005643363796077967,0.0001800663600447537
15,0.0026808665244542674,0.00015917404700818813
16,-0.022507807481453534,0.0001431925043785988
17,-0.01634312529696603,0.0002481736942301414
18,-0.007051248189998763,0.00023782083392726548
19,-0.03526104888207004,0.00020507361946075364
20,-0.012355723996252914,0.00043681509128741763
21,0.0008101303675250113,0.00035727327713327506
22,-0.030925131718990792,0.0002915488720097126
23,0.0005605087470021974,0.00045883501164572165
24,-0.019728433856014204,0.000378595927600141
25,0.00570110849552473,0.0004064588756045888
26,-0.003925373036142521,0.0003504758821901974
27,-0.001995514326231746,0.0002935736166686759
28,-0.009704209964705127,0.00024260340040448898
29,0.0027479025020622967,0.0002241003125033124
30,-0.013341127190224643,0.0001947569693665442
31,-0.004517753601550775,0.0002130861055499628
32,-0.01166614351555118,0.00018203099614892994
33,0.0023510508271339433,0.00018652877343089145
34,-0.005250049107791441,0.00016622674622161478
35,0.014965253863875896,0.000154545278104822
36,0.014023064759334812,0.00019573472765990074
37,-0.005579410993771339,0.0001936900101689309
38,0.0032298202421242794,0.0001802155918983977
39,-0.0019535455444459732,0.0001617501127568504
40,0.017192253026477658,0.00014450511842595756
41,-0.0037184626493335393,0.0001998900622364615
42,-0.01342715762436483,0.0001835734949016213
43,-8.972205935127875e-05,0.00019063240111570395
44,-0.010275147399532903,0.0001657002486803663
45,-0.011327532190902729,0.0001712949892562259
46,0.006989923157813712,0.0001682702864277242
47,-0.0018847899432040413,0.00016497497371781693
48,-0.007135382036998019,0.00014807391845980886
49,6.346259901818252e-06,0.0001412368923806327
50,0.010528620701660005,0.0001274163573393829
51,-0.002579931783227235,0.0001399372868189184
52,-0.0307917449468434,0.0001309314900743693
53,-0.02533243730275552,0.0003168989378749329
54,-0.0009270673800476742,0.0003420545648902945
55,-0.017302751542111746,0.00028124050017119736
56,-0.03712623412095335,0.000304507959193219
57,-0.013676028517595338,0.0004992319188760621
58,-0.016039401539031006,0.00040859945737182346
59,-0.004135599390683476,0.0003772710815720093
60,0.008396837160958027,0.0003061822711666551
61,-0.013134333393970129,0.00026856980534347845
62,-0.02366106769449296,0.00027290867504989775
63,0.0325410754457941,0.0003210628083014496
64,-0.0017519868591819054,0.0005638028214432431
65,0.0272142060285933,0.00046652899759314315
66,-0.025805471127307897,0.0005620680432168964
67,0.01284325980711157,0.0006705502546447566
68,0.01950744135622428,0.0006116052071963335
69,0.0015527159050305586,0.0005370193731379463
70,0.011013054237236971,0.0004275570076601472
71,0.010251493655536322,0.0003726309916951091
72,0.0030083916393331524,0.0003163140836331049
73,-0.01577570245397199,0.0002601303183581608
74,-0.023289780004617865,0.0002744340350946996
75,0.020791487318942332,0.0003167365069147125
76,-0.009340897511805208,0.00039779744198895317
77,0.00420273124422627,0.0003679180705433459
78,0.027556596446721513,0.00031025440845736763
79,-0.005035524568797436,0.00040625265608769043
80,0.00011879600146700087,0.0003518858959360123
81,-0.004585142074877844,0.00028779521121481623
82,0.007945893007674475,0.00024375931712237008
83,0.023323933992166968,0.00022265728434141133
84,0.0019336832867226333,0.00029121667257624227
85,-0.01854821768837275,0.0002420565924176879
86,-0.01923926135837067,0.00027572561677735683
87,-0.009377944620908076,0.0002825396203753764
88,-0.00671417339382209,0.00024261115202735406
89,0.001258228641391081,0.00021043535766755852
90,-0.011259750173326482,0.00018072629453258466
91,0.0121125219534328,0.00018762473353515374
92,0.00024403018056991523,0.00020908043523134602
93,-0.015554647755006198,0.0001801156510079801
94,-0.010829521160106319,0.00020642385225353772
95,-0.0017122435358468472,0.00018976666836957202
96,0.010587342504497124,0.0001638108101596006
97,-0.014322856469166385,0.00016915888267344015
98,0.013690034137574865,0.00020871583298825094
99,0.02316521280366566,0.00024301196344534955
100,-0.0057686750966677415,0.00028997299835286234
101,0.0046118630365608185,0.00026112507547531585
102,-0.01610806096645398,0.00022764688975698892
103,-0.0448989225788011,0.0002603329531022744
104,-0.03465330374326753,0.0005963904779618456
105,-0.01752208174269945,0.0006240096449733055
106,0.008197744888097972,0.0005256465386173925
107,0.03667595454598594,0.00044375376895113927
108,0.03817357478712525,0.0006203895775977431
109,0.034604714688294236,0.0007048318778138345
110,0.019518124324581408,0.0007309917331246321
111,0.04105610609133156,0.0006157624986741609
112,-0.02386748782093633,0.0008114642358333673
113,-0.04212393943498327,0.0008586201005377581
114,9.175616096598228e-05,0.0009522687479267269
115,0.0053017627587179155,0.0007538460375932759
116,0.00667562545268015,0.0005944455536773999
117,-0.02010381988159418,0.0004782098989006012
118,0.010025540859360686,0.00048335544706671105
119,-0.0013914527493144968,0.00043241931371749206
120,-0.022074009355001856,0.00035190484351186853
121,-0.022120049262905603,0.0003863383836601896
122,-0.03476850294213757,0.0003828978220688656
123,0.003090653455640302,0.0005252848560306655
124,0.00932227909375444,0.00043807046488016007
125,0.003996140487357394,0.0003640487157017106
126,-0.028287624351401294,0.00029724796661527154
127,-0.024863755663080786,0.0004295189083819155
128,-0.013990014665633346,0.00042522224433145833
129,-0.019934612249195266,0.0003648829921560446
130,0.011260554025545278,0.0003673779934906958
131,0.0012333266299959537,0.00034794672373529947
132,0.011488943932378906,0.000284428228995264
133,0.022882083547553767,0.00026683102067582144
134,0.0272197693101295,0.000315056652843756
135,-0.005219555476289808,0.0003764619619442061
136,-0.0014982193897029135,0.00032729336265182674
137,-0.004743310457668559,0.00026809387328318216
138,0.00011306416026322194,0.00022840429435212934
139,-0.013171155148425873,0.0001933622278049891
140,-0.03000336511809874,0.0002064264143416188
141,-0.023118664319698647,0.0003413999239818857
142,-0.009764852442785719,0.00034688851223083815
143,0.009734701286609053,0.00029131697200549374
144,-0.02121413622873604,0.0002676578682416648
145,0.008117540418474664,0.0003452889555769915
146,-0.027768737188971847,0.00031889346127470886
147,0.003081570616705204,0.00046740583595398084
148,0.006780771755044137,0.0003935813313239324
149,-0.012194937111158693,0.00032351070707854843
150,-0.02569994213630154,0.0003038413040486358
151,-0.006752816893924989,0.0003676600902479759
152,-0.017400426378977197,0.00029953007657703025
153,0.01640465589779369,0.00031107719954415246
154,-0.010639228043498697,0.0003436966995434556
155,-0.011155123845217272,0.0003286669631727967
156,-0.01896943131642751,0.00028374143746367125
157,0.01265874548511563,0.000301510296237802
158,-0.021531079430644386,0.00030691032640600533
159,-0.005221535178939972,0.0003899525433984415
160,0.027595823253888034,0.00031551374757682446
161,0.005015149596252214,0.0004285776403824872
162,-0.018827109842418154,0.00034487946418024484
163,-0.033848294593506405,0.0003589736679880682
164,-0.033873164888128374,0.0004920748420261978
165,-0.06345254484856437,0.0005634304033580213
166,0.013682602510537139,0.0011881483498889318
167,-0.017527306842355244,0.0010655255745493988
168,0.04092006248490388,0.0009427896601933301
169,-0.018817316558489533,0.0011965501092530682
170,0.024503536790483157,0.0011033756056339074
171,-0.018754567463676857,0.0010601447265556848
172,6.293843600411076e-05,0.0009620861409767632
173,-0.013235284756717043,0.0007550890701267463
174,-0.028638342961651957,0.0006376793786069491
175,-0.005042291081036084,0.0006499628595852757
176,-0.013132985354545235,0.0005125632237457895
177,-0.030444579906966213,0.00044703882599879093
178,-0.009307185615128593,0.0005296744926328627
179,-0.04836594682901352,0.0004242815636227394
180,-0.025363522627460614,0.0008454724462239394
181,-0.006322001836855591,0.0007145846862103133
182,-0.001059049398012791,0.0005636849547085848
183,-0.007173467544197272,0.00044720650341897796
184,0.017196301426984383,0.00037006035378068017
185,-0.017212960277326647,0.0003777476901153997
186,-0.005143611610545966,0.00040469727558108083
187,-0.006170666491574965,0.0003268327846334562
188,0.008470254010192902,0.0002756845903278593
189,0.01689572460686765,0.00024984227545616163
190,0.0067308307210341535,0.00025866427881742377
191,-0.006292014848172206,0.00021900722575740115
192,-0.0007235683379661988,0.00019699729182888617
193,-0.022081664936381182,0.00016940393612379167
194,-0.015366341179219081,0.0002581827785183461
195,0.0026953938560963188,0.0002415488880422272
196,-0.013299228033144078,0.00020841636192185786
197,0.01708043271807,0.00022343785525174933
198,0.008844238747784339,0.000278399959060308
199,0.02010373718501093,0.0002359407629495169
200,0.00967405171206228,0.0002801246457546378
201,0.014051063145136933,0.00023960378097916246
202,-0.026037698378610613,0.00023838175610360973
203,-0.04066005511425488,0.0003834581207526374
204,0.026178926816135057,0.0005790866180299722
205,-0.023229455090897255,0.0007056095136527109
206,-0.045768316813703684,0.0007557768077118594
207,-0.03987149940192695,0.0009408698149482044
208,0.040962580238216334,0.0009567409250033794
209,0.016266389107797107,0.0012460669502442772
210,-0.04278841531912592,0.0009736811289265004
211,-0.04800534742343527,0.0011904780945028097
212,0.02759326214200846,0.0012589443669909649
213,0.03670441307194864,0.0012556051802676343
214,-0.0223571510066234,0.0011633706504918762
215,-0.010335330459769308,0.0010808110093310655
216,-0.024874373540057948,0.000843544599487583
217,-0.0401658094326833,0.0007866950007504346
218,-0.037780988867736835,0.0008921169094015502
219,-0.01924294689357597,0.0009032234640286506
220,0.04763530829766513,0.0007418207089551928
221,-0.03660086849108269,0.001144335438942272
222,-0.04290124181082602,0.001376814345773902
223,-0.008781993923953348,0.0013090017283331975
224,0.019231252078232272,0.0010128196584820288
225,0.05744792642757963,0.0008731560916633687
226,-0.02561139514030233,0.0013155443043813009
227,-0.011651543036970689,0.0013144577630102277
228,0.04974403974790029,0.0010198989117772013
229,-0.01612460785005616,0.001361608050408276
230,0.016289761878176816,0.0012081904943075567
231,0.050394711475321825,0.001040631077165773
232,0.0034584969459266735,0.0012772003348978686
233,-0.009452570427286528,0.0009958344835984793
234,-0.03627766985457011,0.0007896774357883383
235,-0.05701404685786937,0.0008842232551895112
236,-0.04475045883756341,0.0012433843412660093
237,0.013251545942842372,0.0012265601406009424
238,-0.049775975178627536,0.0010414518815392724
239,-0.04868752674622764,0.0014561300216074718
240,0.02389695635456216,0.0014374818033490125
241,0.04804032572941226,0.001331579797476361
242,-0.006570163081290546,0.0014124467253250237
243,-0.00040132852707160273,0.0011411022783756192
244,-0.02835186035636799,0.0008863684655721218
245,-0.021159565359085954,0.0008773787154289904
246,0.02203237429853484,0.0007363304280843839
247,-0.012698554108591442,0.0007186603247223929
248,0.026984805193409924,0.0006355767097673461
249,-0.0394955002179952,0.0007105030765157146
250,-0.015760151443011954,0.0010244813785210167
251,0.029555256525299473,0.0008053062648045556
252,-0.04351780549090609,0.0008418625849949159
253,-0.04157998084227168,0.0012103956095632573
254,-0.008910503926308879,0.0011553163768955284
255,-0.018001956492540876,0.0008968685271805633
256,0.00332238220406397,0.000767658711279032
257,-0.01561250473441858,0.0006123793335383419
258,0.007984109299043243,0.0005485468981337099
259,-0.057810909422769764,0.00046501194386187834
260,-0.03674141677180747,0.0011768746729582586
261,-0.013282223531222135,0.0010438024587887038
262,0.06691810605275655,0.0008262093094036281
263,0.03759462442798996,0.0016922889892067913
264,-0.016304840551431367,0.0014249972284903034
265,-0.03861530565187698,0.0011991178899369145
266,-0.013422761555641802,0.0011896521461494303
267,0.02817185574054925,0.0009305682873968087
268,0.013079991428943871,0.0009183312552778636
269,0.0125151401880918,0.000726866979818453
270,-0.00977791449906175,0.0005980678067332181
271,0.01830252304232439,0.0005055093205928931
272,0.04191039271496281,0.0004990328130664189
273,-0.009647038733838108,0.0007129229065178218
274,-0.007602821394351216,0.0006274200503627118
275,-0.0038223116759639564,0.000499072439520057
276,0.01574427452349207,0.0004001953753857812
277,0.013706897941611704,0.0003827406091663674
278,-0.01622577437695861,0.0003338158226935495
279,0.0017522212320915148,0.0003478048974583301
280,-0.01760670766173088,0.0002903548939319203
281,-0.015593986939998814,0.00031808734886184874
282,0.010356581908071181,0.00029167609303746466
283,-0.028661444466461208,0.0002772712681287546
284,-0.017370335361014032,0.0004476151558908326
285,0.011218598071281087,0.0003857886599858864
286,-0.02528507141297908,0.00035265400220972143
287,0.03105683514601281,0.00046211357690320923
288,0.040136979841607905,0.0006714977345928778
289,0.009609657815780864,0.0007645025576245571
290,0.028901438974739256,0.0006012366281729973
291,0.002818733382059517,0.0006536012837695492
292,-0.006613558032684584,0.0005173077386424825
293,-0.0636559436350211,0.0004200123547998789
294,-0.07993363824639275,0.0012040714698127687
295,0.011533077832110425,0.0019328113576191045
296,0.0060094434417290385,0.0016272559766248179
297,-0.00762307213861042,0.0012532984954351908
298,0.019529767171798707,0.0009832418075370291
299,-0.033687762306158386,0.000864324205523662
300,0.03913031318036957,0.0009963818438384821
301,-0.04340404619353686,0.001264838514291513
302,0.03372158706502509,0.001603983229504711
303,-0.011651245002305407,0.0016780888557159234
304,0.013174435067435333,0.001388059141738911
305,0.023976611055956654,0.0011395976846740122
306,0.07186908869907016,0.000975953195135714
307,0.06830710142830414,0.0017772552572922836
308,0.02282552853887146,0.0020241711222647196
309,0.04375790195927486,0.0015840583871035677
310,-0.019552842555480336,0.0016005814310684518
311,-0.03894136226034022,0.0014078529990889873
312,-0.030853089246565126,0.001331388080770887
313,0.006007949337778221,0.0011572709864573363
314,-0.014302001968020412,0.0009236318473305679
315,-0.018211762073128166,0.0007808214750004787
316,-0.04742748951029034,0.0006604392515717
317,0.042708882973930135,0.000958160969877232
318,0.029164968648696447,0.0013430765221078566
319,0.025784905001729936,0.0011139063674123484
320,-0.009675104288349279,0.0009714723293508089
321,-0.040674334251956656,0.0008009598476610933
322,-0.0068390229651674826,0.0009437073692591897
323,0.04475304894746608,0.0007353433210046146
324,-0.002305362469183204,0.0010184873644482786
325,0.04316790414064925,0.0008210428515811627
326,-0.006016140831527413,0.0011027003963861692
327,-0.07274597609071759,0.0009081738649823191
328,0.006121706946731554,0.0017840553612804714
329,-0.0502954032266636,0.0014647058634244883
330,-0.021054963297570943,0.0017898189925397647
331,-0.053187276880434384,0.0013979066902627146
332,0.051843365681352845,0.0016609372881292576
333,0.07378514891620355,0.002142785168692112
334,-0.05004195842656563,0.0024695867396057006
335,0.006793379002306368,0.0027615237676684454
336,0.11161203942046662,0.0021985923871883457
337,-0.012197624615670852,0.004257112894248119
338,-0.037392051258386357,0.0035077193361473386
339,-0.011833583590333109,0.0028826782218306364
340,0.014711140272394908,0.002211489243510703
341,0.05489479906072285,0.0017517964000275542
342,0.005098253386915354,0.001939889434259505
343,0.004380679706908894,0.001496838388295003
344,-0.018720001399799565,0.0011610819092093716
345,-0.022778511701460138,0.00098746454133242
346,-0.01240100695305698,0.0008459803001474362
347,0.015662466417292437,0.0006773635605856086
