t,ret,sigma2_true
1,0.012729479303864328,0.00010994227111311137
2,-0.018529821928701947,0.00011631262713592801
3,0.0077154393442265936,0.00016836206546046748
4,0.021651096905812597,0.0001501985892660677
5,-0.003913672594368546,0.00017620497848137013
6,-0.004157253086853676,0.00014099726321613226
7,0.00525633343147449,0.00010958947057502862
8,0.008034248098313096,9.441418334932958e-05
9,0.01658883356953302,8.715903008865577e-05
10,-0.012581477684854634,0.00011354308639120106
11,-0.005339251402660152,0.00013281810477613337
12,0.0024686537968250746,0.00010411730832607778
13,-0.015421888700002028,8.677154850264006e-05
14,0.008199711173203877,0.00011770258806708212
15,0.0036548877997626718,0.00011613769727239767
16,0.01474234041664906,9.317795521251686e-05
17,-0.0006364517221589505,0.00011380020757815986
18,0.009067308596927203,9.362914987648333e-05
19,-0.0013348463108053897,9.498552586038518e-05
20,-0.016800004368242007,8.151323051513751e-05
21,0.007109616503414057,0.00011490100647390662
22,0.008246787292144482,0.00011042362068451108
23,-0.02139946434535207,9.558837427722025e-05
24,-0.015985971583104896,0.0001664797419943445
25,-0.004227109202223681,0.00014611875921610243
26,0.0036312566553823567,0.00011232214711237801
27,0.007262617378084205,9.322697426032353e-05
28,0.004835785153582489,8.549562985808585e-05
29,0.014599274080495843,7.574251655824417e-05
30,-0.007684206459983334,9.999135398963436e-05
31,-0.006335179577368739,0.00010147246748869974
32,-0.002601959446130966,8.661995196114088e-05
33,0.0021504141303885192,7.488222456448416e-05
34,0.006027276399343611,6.80626178639701e-05
35,-0.004469375429103414,6.78396236218553e-05
36,0.0038343003419682594,6.787039510172759e-05
37,0.009867812703876254,6.679001309348244e-05
38,0.011458922729023484,7.509820691262876e-05
39,0.006401334422462204,8.279913525216685e-05
40,0.00301177596968363,7.526165499564265e-05
41,0.008511208890988983,6.798523869220034e-05
42,-0.002764571674949683,7.367046123304e-05
43,-0.0029048590407320224,6.95414894776173e-05
44,-0.005022159683013548,6.432007861761332e-05
45,-0.0045698010117617574,6.395631302973807e-05
46,-0.00246649829389551,6.235384899512921e-05
47,-0.006128732152383554,5.963756883020546e-05
48,-0.0017731018768615476,6.305221276689546e-05
49,-0.001873572576585791,5.963413586139005e-05
50,-0.0020172615986231678,5.7948767532047096e-05
51,0.0011880687848774903,5.6835556834721474e-05
52,-0.011657970692124176,5.606806628416127e-05
53,0.002932611789389158,7.934538412110171e-05
54,0.005972421203545979,7.470617681762753e-05
55,0.011377460243999955,7.087673408858688e-05
56,-0.004403535444856622,8.26344581765782e-05
57,0.003287467599389461,7.906872244743901e-05
58,0.004535983046664986,7.324414788575008e-05
59,0.02572558922732452,6.813764942817587e-05
60,0.01498774282506782,0.000167989610257332
61,-0.02109270860900301,0.00014179144831994407
62,-0.013023525873016676,0.00019905470907280703
63,0.012560915205888536,0.0001564672721867428
64,-0.00017887755295418196,0.0001524823152882005
65,0.0041050696945549425,0.00011734032475512183
66,0.0030742333962289364,9.744509126378842e-05
67,0.019672578378327473,8.19060542512607e-05
68,0.001222283764583641,0.00013379437003784993
69,0.005036241259219611,0.00010523876265547203
70,-0.016205362940889607,9.133694142134479e-05
71,0.002992169415129421,0.00012809140467077125
72,-0.006659269490802585,0.00010765286228222761
73,0.0060966743024599744,9.837750795542558e-05
74,0.0011837185738472163,9.18522579403961e-05
75,0.025178259791369468,7.768148432406523e-05
76,0.004357239350991208,0.00017629555420028409
77,0.012417448079650568,0.0001307743547166838
78,0.005469709409142567,0.00012879121734221864
79,0.012440817641758342,0.00010223790999285489
80,0.013301094458182599,0.00010782786792184138
81,0.01378022476710693,0.00010757263311981103
82,-4.779796001511738e-05,0.00010998542050477534
83,0.004040582239720923,9.002342159013857e-05
84,0.006603352349159236,7.997637325897745e-05
85,0.004083403777935177,7.561685448517866e-05
86,0.01754221368324766,6.889718962493018e-05
87,-0.00606866535705677,0.00011161340667598875
88,-0.003993385313260675,0.00010543189543225715
89,-0.008478252176300698,8.687098608640345e-05
90,-0.011690997054936423,8.547619314894147e-05
91,0.0015241201354878578,9.061530859731284e-05
92,0.004898347228188667,7.904518263845549e-05
93,0.005565550855298873,7.253194568256057e-05
94,0.001319206041545873,6.92647498265041e-05
95,-0.0002457648129935638,6.34965042533524e-05
96,0.0006792962454929774,5.987221217232043e-05
97,0.004021421827174864,5.767374414472562e-05
98,0.005853565645978442,5.872187734470054e-05
99,-0.001801276220359443,6.116957894207997e-05
100,-0.016294158488721285,5.975495013520579e-05
101,-0.0001435498734310009,9.909444354516412e-05
102,0.004013615403210977,8.380440842588159e-05
103,0.0014008938760799174,7.452590086446272e-05
104,0.014909225210458977,6.686208818738622e-05
105,-0.004548444693206387,9.86979825803048e-05
106,-0.005515839179652996,9.164226922346806e-05
107,0.0038364991860750566,8.015938029981843e-05
108,0.002930253579807037,7.395754434174081e-05
109,0.008004169731217734,6.707805801169898e-05
110,-0.011732296590691376,7.183167531791686e-05
111,0.013787908617074601,9.486946845252818e-05
112,-0.002167889891965228,0.00012554163012082616
113,-0.018926825443900626,0.00010401743915206013
114,0.01402005945878144,0.0001385746038042611
115,-0.005424523650506607,0.0001596295747007723
116,-0.016231500177999236,0.00013402362931257255
117,-0.018262479255092924,0.00013891407910699463
118,0.008896410466695114,0.0001466803870250931
119,0.0050203438039388695,0.00013651012661103695
120,-0.0041823899188545115,0.00010677463392790392
121,-0.011789883949155202,9.07507412831212e-05
122,-0.006920176926930155,9.669814810289987e-05
123,0.006810185144282783,8.440944726956103e-05
124,-0.004156678730626076,8.316932462107418e-05
125,-0.003308210643911037,7.778495138330852e-05
126,-0.011923772332583151,6.958450585442647e-05
127,-0.012139898377489354,8.591053950660532e-05
128,-0.008186682876229864,9.003503752009944e-05
129,-0.01453107409557721,8.294057417104876e-05
130,0.004459441714497052,0.00010169305187004803
131,0.00857908612879656,9.253165782900398e-05
132,1.5290286184804768e-06,8.657802166351083e-05
133,0.013424442521034466,7.470137973883661e-05
134,0.003907738311957191,9.862749643448647e-05
135,-0.006693926117561557,8.210474894160774e-05
136,-0.009305262939203125,7.959771700378794e-05
137,-0.00818010954167942,8.043286083588582e-05
138,0.00033060750096265554,7.773559064251686e-05
139,-0.0026701795403718527,6.926786602706453e-05
140,0.0016969436368441846,6.500992688562366e-05
141,0.001715593291068413,6.170969237062451e-05
142,0.0039033201790652696,5.899241386564182e-05
143,0.0023551549711248528,5.9271185526785e-05
144,-0.002186677057293093,5.7637128490100054e-05
145,0.005324719338715007,5.724465366698679e-05
146,-0.004585013816763118,6.168229247465827e-05
147,-0.0045899472583973006,6.435802702337599e-05
148,-0.004527496505577072,6.234417617901877e-05
149,-0.00687881953674142,6.160159831928829e-05
150,-0.004625393637885899,6.491880322175695e-05
151,-0.018318830378535624,6.266493134982518e-05
152,-0.002161609351651027,0.00011167993033780278
153,0.005223497695145445,9.045902923277857e-05
154,0.003266630454924828,8.086253037903512e-05
155,0.01180146224060548,7.161185680107962e-05
156,0.009038270586320087,8.661016120647967e-05
157,-0.003309498882682023,8.194336820539444e-05
158,-0.002990839967564638,7.51379557291297e-05
159,-3.8301544347904004e-05,6.785447784821701e-05
160,0.000873460202915836,6.261470794310935e-05
161,0.006538414077163544,5.940837701093001e-05
162,-0.007571971152851137,6.413696035580406e-05
163,0.011142562152896758,7.35525871265029e-05
164,0.004141696002350119,9.450845423352151e-05
165,-0.009702967086193013,7.968732987692552e-05
166,0.004510566858435869,8.688949443842029e-05
167,-0.01253418855155837,8.180729935683466e-05
168,-0.00209544987240706,0.00010383323625915653
169,-0.0007268814101473496,8.527070278228575e-05
170,0.016250992018224854,7.365369107761273e-05
171,0.01233217584426351,0.00011173189663198375
172,0.020120702256957543,0.00010363977194830599
173,0.005403762723560681,0.00014135844517879136
174,0.001575264539687714,0.00010918335988924253
175,0.004759184742813573,8.878952426299708e-05
176,-0.0007653664116699906,7.915059219994297e-05
177,0.003805415437792987,7.016304301012943e-05
178,0.006404446191803431,6.694619312490786e-05
179,0.008592768695553102,6.721183546486473e-05
180,0.0017514111212059535,7.154357677157321e-05
181,-0.0038985587673886412,6.491423832218516e-05
182,0.004444464210706529,6.336572820688779e-05
183,-0.002647226597583347,6.442692095039157e-05
184,0.009249286766874972,6.278075433828944e-05
185,-8.996501593646512e-05,7.630954922393523e-05
186,0.00301363373720594,6.867599505751654e-05
187,-0.003947417632986865,6.511829925067961e-05
188,-0.004301012095005456,6.452904035731418e-05
189,0.004616581274000274,6.238680296381471e-05
190,0.007959297427138528,6.389909931022197e-05
191,0.003179739878940019,6.805796871961788e-05
192,0.007792766172800416,6.324471221991444e-05
193,0.008218194393952175,6.899787611114415e-05
194,0.0036270731510007624,7.085143193905878e-05
195,-0.011206017465762828,6.532583541890128e-05
196,0.001857369251083677,8.394777218674055e-05
197,0.0083665396659571,7.574498610909051e-05
198,-0.008558326989583661,7.699987722984337e-05
199,-0.009789717865479806,8.551539069880073e-05
200,-0.006091207688592966,8.370136112017264e-05
201,0.0031031250900392347,7.595753812909056e-05
202,0.0008034692467609109,7.041258718895499e-05
203,-0.008037297163862431,6.419634353039449e-05
204,0.001019634729490542,7.116568182914512e-05
205,-0.0013530893410055279,6.587118007571442e-05
206,0.0025478748954021638,6.195547634558544e-05
207,-0.0056299405651381645,6.034341840280098e-05
208,0.006764280401988132,6.442511356229232e-05
209,0.004645185140599454,7.134697706885896e-05
210,-0.0043474345732183,6.629006089394359e-05
211,-0.002131978140631188,6.575810680900339e-05
212,-0.019367144862099034,6.148298257195341e-05
213,-0.006468416406680875,0.00012031242923951283
214,0.007147490532436647,9.659863358161419e-05
215,-0.004156117582148256,9.054136983604331e-05
216,0.0038010890195900784,8.236847415201432e-05
217,-0.0018657618827771266,7.587929279919436e-05
218,0.020320717287740164,6.903457320834707e-05
219,-0.005964875125290437,0.00013704080134645252
220,0.015454563846483702,0.00012377289868058456
221,0.019051854658423448,0.0001496788292665228
222,0.0029794631387315114,0.000154122233009787
223,-0.0024675260945966806,0.00011674512920101552
224,0.007007719340315944,9.427090761188668e-05
225,-0.002691646017197153,8.866716691301634e-05
226,-0.006262973838596575,7.867649914821716e-05
227,0.0024573579093688427,7.42827560493723e-05
228,-0.0026894423766983355,6.876825894111367e-05
229,-0.0068135431907436084,6.513808526208292e-05
230,-0.012473626455898904,6.717587835824139e-05
231,-0.00878335479702734,8.33677420652768e-05
232,-0.010040218169587072,7.939691269565675e-05
233,0.012487673863322564,8.261463164765464e-05
234,-0.009151774441520375,0.00010620786103939729
235,-0.015888198126875357,0.0001112838172225918
236,-0.016773153932595344,0.00012012026924941764
237,0.01435191386229054,0.00012850590171428714
238,-0.019803068620674154,0.00015070782495870804
239,-0.012085548767638406,0.00020644087483084024
240,-0.013639708885395466,0.0001585215505420264
241,-0.00344763531161325,0.00014434167470076206
242,0.00850413377261226,0.00011075216100859643
243,0.004688065672630897,0.00010226972309242022
244,0.007746467094235763,8.560867525832869e-05
245,0.0016660846366485724,8.234969930646234e-05
246,0.008134804429197905,7.16953368120828e-05
247,-0.0018645025212301013,7.604208443491632e-05
248,-0.0055870677296390855,6.982801800951274e-05
249,0.002304655449084559,6.781185824528748e-05
250,0.00923777028116208,6.440354065077793e-05
251,0.011717907497705586,7.276691688473014e-05
252,-0.003657847306627979,8.238414093243658e-05
253,0.003328689507081273,7.719545998198755e-05
254,0.009519916080189077,7.186855234568767e-05
255,0.002219080579820981,7.755636418398093e-05
256,-0.0015082168096817012,6.871464193488222e-05
257,-0.0011087369505190447,6.356247886128428e-05
258,0.004134322108369981,5.999898986776218e-05
259,-0.007068118467926367,6.0767725649898564e-05
260,0.000467340033468803,6.87953534578218e-05
261,-0.00047239890379847184,6.39257621936332e-05
262,0.0037809138597817687,6.026251009569487e-05
263,-0.014284721835870635,6.047694905420591e-05
264,0.0030141971402316424,9.638257820957725e-05
265,-0.009064048332676735,8.6805997807931e-05
266,-0.005684078430869225,9.243964514559005e-05
267,-0.0037217321002142026,8.015979472309521e-05
268,0.009000079093811732,7.182017912643642e-05
269,0.0017066542630064182,8.065687980687835e-05
270,-0.005773251303883995,7.06386282515555e-05
